country,year,iso_code,gdp,population,renewables_share_energy,fossil_share_energy,low_carbon_share_energy,coal_share_energy,oil_share_energy,carbon_intensity_elec,greenhouse_gas_emissions,electricity_demand_per_capita,renewables_elec_per_capita,solar_share_elec,wind_share_elec,nuclear_share_elec,energy_per_gdp,renewable_share_lag_1,renewable_share_lag_2,renewable_share_lag_3,renewable_share_lag_4,renewable_share_lag_5,renewable_ma_3,renewable_ma_5,renewable_trend_3,renewable_trend_5,fossil_cons_change_pct,paris_agreement,years_since_paris,policy_strength,renewable_tech_index,tech_growth_rate,energy_intensity,energy_per_capita,gdp_renewable_interaction,population_renewable_interaction,policy_economic_interaction,region,region_renewable_avg,renewable_growth
Algeria,2021,DZA,-0.21939932601056084,-0.21100893845341653,0.253,99.747,0.253,0.439,31.26,0.7198478087588781,-0.23216396358753758,-0.8078761342656832,-0.45636359177496166,0.749,0.012,0.0,-0.5373505581603378,0.3,0.295,0.288,0.247,0.146,0.2826666666666667,0.2766,-0.034999999999999976,0.10700000000000001,0.15139975668612302,1,6,6,0.761,-0.11408614668218853,707359341019.136,16011.587610038707,146450010865.664,11177024.892,578853797888.0,DZ,0.253,-0.15666666666666662
Algeria,2022,DZA,-0.2146443443396969,-0.20814885695608024,0.242,99.758,0.242,0.296,30.898,0.7202274513236256,-0.2298125454420611,-0.8012827159400614,-0.45630838976723226,0.748,0.011,0.0,-0.5269787365571023,0.253,0.3,0.295,0.288,0.247,0.26500000000000007,0.27559999999999996,-0.05299999999999999,-0.0050000000000000044,0.1369747202959833,1,7,7,0.759,-0.0026281208935611255,734050264285.184,16347.38296064559,144188444770.304,10866581.175999999,595820019712.0,DZ,0.242,-0.0434782608695653
Algeria,2023,DZA,-0.28474190892582246,-0.20537557986916466,0.27,99.73,0.27,0.274,33.787,0.7202274513236256,-0.2615972320981567,-0.919310798746664,-0.4560526745843681,0.755,0.019,0.0,-0.5819493910542504,0.242,0.253,0.3,0.295,0.288,0.25500000000000006,0.27199999999999996,-0.02999999999999997,-0.01799999999999996,0.12135844582886048,1,8,8,0.774,0.01976284584980248,379238732038.144,11971.327792717757,56349966565.376,12313749.600000001,0.0,DZ,0.27,0.11570247933884303
Argentina,1990,ARG,-0.28669089231243083,-0.25651818152104283,10.292,85.68,14.32,2.391,44.827,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.31244383968207295,0.0,0.0,14.275,-0.2344933673458613,11.482,11.4085,11.482,11.407,11.332,10.292,10.292,0.0030000000000001137,0.4930000000000003,0.13024750683214267,0,0,0,0.0,0.09233785535844163,512869256724.48,15714.033670077675,3486426942013.44,335906776.136,0.0,AR,10.292,0.01957831325301207
Argentina,1991,ARG,-0.276235237092219,-0.2546721957426848,9.081,86.698,13.302,2.07,46.089,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.32962438219554385,0.0,0.0,14.402,-0.3672526838672757,10.292,11.4085,11.482,11.407,11.332,9.686499999999999,9.686499999999999,0.0030000000000001137,0.4930000000000003,0.6071562723189834,0,0,0,0.0,0.09233785535844163,521216279248.89594,15743.972794615172,3414981985468.416,300633461.046,0.0,AR,9.081,-0.11766420520792853
Argentina,1992,ARG,-0.26485047560116515,-0.2528482699257974,10.207,86.201,13.799,2.176,45.182,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.30486628172890284,0.0,0.0,12.621,-0.41288869892151175,9.081,10.292,11.482,11.407,11.332,9.86,9.86,0.0030000000000001137,0.4930000000000003,-0.09640853697741178,0,0,0,0.0,0.09233785535844163,559184320200.704,16658.116537418777,4253050936131.5845,342631433.96000004,0.0,AR,10.207,0.12399515471864353
Argentina,1993,ARG,-0.25697500277024266,-0.2510383593221862,12.216,83.978,16.022,1.397,42.88,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.2706280482289667,0.0,0.0,12.527,-0.4574875318154245,10.207,9.081,10.292,11.407,11.332,10.501333333333333,10.449,1.9239999999999995,0.4930000000000003,-0.8975179400999647,0,0,0,0.0,0.09233785535844163,577769543565.312,16979.6181989874,5433435522859.008,415676763.84,0.0,AR,12.216,0.1968257078475555
Argentina,1994,ARG,-0.24908661777744603,-0.24921860573254878,13.306,82.855,17.145,1.161,42.955,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.2455384651178721,0.0,0.0,12.549,-0.4699337177393071,12.216,10.207,9.081,10.292,11.332,11.909666666666666,11.020399999999999,4.225,0.4930000000000003,-0.4015778177560782,0,0,0,0.0,0.09233785535844163,608656725540.864,17648.006336362036,6292763317829.632,458906588.97599995,0.0,AR,13.306,0.08922724296005247
Argentina,1995,ARG,-0.2522607871637878,-0.24741476812512367,12.535,84.273,15.727,1.18,41.313,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.25425902934873357,0.0,0.0,10.52,-0.3931822378753644,13.306,12.216,10.207,9.081,10.292,12.685666666666668,11.469,2.3279999999999994,2.2430000000000003,0.8161737273504918,0,0,0,0.0,0.09233785535844163,628238979727.36,17977.362054408564,5786168707481.6,438049564.06,0.0,AR,12.535,-0.05794378475875539
Argentina,1996,ARG,-0.2444679852298715,-0.2456668336306426,10.225,86.555,13.445,1.182,39.539,-0.308468004360774,-0.23198828292149623,-0.4966066407284987,-0.28680196589560714,0.0,0.014,10.692,-0.4118515167611883,12.535,13.306,12.216,10.207,9.081,12.022,11.6978,-1.9909999999999997,1.1440000000000001,1.2141886064664498,0,0,0,0.014,inf,657272881152.0,18572.6128178639,5004181094400.0,361856206.0,0.0,AR,10.225,-0.18428400478659757
